Image,Label,Rights
urn:cite:hmt:vaimg.VA214RN_0215,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 214, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA215RN_0216,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 215, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA216RN_0217,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 216, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA217RN_0218,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 217, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA218RN_0219,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 218, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA219RN_0220,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 219, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA220RN_0221,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 220, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA221RN_0222,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 221, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA222RN_0223,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 222, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA223RN_0224,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 223, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA224RN_0225,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 224, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA225RN_0226,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 225, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA226RN_0227,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 226, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA227RN_0228,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 227, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA228RN_0229,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 228, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA229RN_0230,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 229, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA230RN_0231,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 230, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA231RN_0232,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 231, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA232RN_0233,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 232, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA233RN_0234,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 233, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA234RN_0235,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 234, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA235RN_0236,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 235, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA236RN_0237,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 236, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA237RN_0238,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 237, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA238RN_0239,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 238, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA239RN_0240,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 239, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA240RN_0241,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 240, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA241RN_0242,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 241, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA242RN_0243,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 242, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA243RN_0244,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 243, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA244RN_0245,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 244, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA245RN_0246,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 245, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA246RN_0247,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 246, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA247RN_0248,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 247, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA248RN_0249,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 248, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA249RN_0250,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 249, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA250RN_0251,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 250, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA251RN_0252,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 251, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA252RN_0253,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 252, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSBack_coverN-0832,"Venetus A: Marcianus Graecus Z. 454 (= 822), back cover.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSBottom_edgeN-0833,"Venetus A: Marcianus Graecus Z. 454 (= 822), bottom edge.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFlyleaf_i_versoN-0501,"Venetus A: Marcianus Graecus Z. 454 (= 822), fly leaf i, verso.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFlyleaf_ii_rectoN-0831,"Venetus A: Marcianus Graecus Z. 454 (= 822), flyleaf ii, recto.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFlyleaf_ii_versoN-0502,"Venetus A: Marcianus Graecus Z. 454 (= 822), flyleaf ii, verso.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFlyleaf_rectoN-0498,"Venetus A: Marcianus Graecus Z. 454 (= 822), flyleaf, recto.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFlyleaf_versoN-0830,"Venetus A: Marcianus Graecus Z. 454 (= 822), flyleaf, verso.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFolio_i_rectoN-0001,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio i, recto.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFore_edgeN-0834,"Venetus A: Marcianus Graecus Z. 454 (= 822), fore edge.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSFront_coverN-0835,"Venetus A: Marcianus Graecus Z. 454 (= 822), front cover.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSInside_back_cover_rectoN-0499,"Venetus A: Marcianus Graecus Z. 454 (= 822), inside back cover.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSInside_front_cover_versoN-0500,"Venetus A: Marcianus Graecus Z. 454 (= 822), inside front cover.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VAMSSpineN-0836,"Venetus A: Marcianus Graecus Z. 454 (= 822), spine.  Photograph in natural light.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA001RN_0002,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 1, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA001VN_0503,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 1, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA002RN_0003,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 2, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA002VN_0504,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 2, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA003RN_0004,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 3, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA324VN_0826,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 324, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA324VUVD_0956,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 324, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA324VUVD_0957,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 324, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA325RN_0495,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 325, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA325VN_0827,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 325, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA326RN_0496,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 326, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA326VN_0828,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 326, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA003VN_0505,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 3, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA004RN_0005,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 4, recto.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA004VN_0506,"Venetus A: Marcianus Graecus Z. 454 (= 822), folio 4, verso.","This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
